user_key,age,gender,country,user_segment,lifetime_value_usd,plan_name,monthly_price,genre,content_type,device_type,operating_system,activity_date,month_name,year,minutes_watched,session_duration_mins,completion_rate,login_count,pause_count,buffering_events,stream_quality,engagement_score,watch_efficiency,revenue_attributed_usd,subscription_event_type,cancellation_reason,churn_flag
6,38,Female,Germany,"Casual Viewer",153.72,Basic,7.99,Drama,Movie,Desktop,Windows/macOS,2023-02-19,February,2023,89.53,89.28,0.61,5,4,3,1080p,55.11200000000001,1.0028001792114696,2.04,,,0
7,56,Male,Brazil,"Power User",690.81,Basic,7.99,Romance,Series,Tablet,iPadOS/Android,2023-07-11,July,2023,112.32,131.54,0.89,4,5,2,4K,72.428,0.8538847498859663,1.54,,,0
7,56,Male,Brazil,"Power User",690.81,Basic,7.99,Action,Movie,Desktop,Windows/macOS,2023-03-12,March,2023,273.4,265.76,0.99,5,7,4,480p,140.06,1.0287477423239013,2.39,Cancellation,Price,1
8,36,Male,USA,"New User",757.43,Standard,13.99,Sci-Fi,Series,Mobile,iOS/Android,2023-07-05,July,2023,33.14,33.11,0.41,7,7,1,480p,26.955999999999996,1.0009060706735127,0.25,,,0
8,36,Male,USA,"New User",757.43,Premium,19.99,Horror,Series,Desktop,Windows/macOS,2023-05-16,May,2023,7.7,9.85,0.4,4,5,4,1080p,16.28,0.7817258883248731,1.58,,,0
8,36,Male,USA,"New User",757.43,Premium,19.99,Romance,Series,Desktop,Windows/macOS,2023-05-15,May,2023,26.87,29.31,0.87,2,1,3,720p,37.248,0.9167519617877858,1.36,Renewal,,0
8,36,Male,USA,"New User",757.43,Basic,7.99,Drama,Series,Desktop,Windows/macOS,2023-04-29,April,2023,5.05,4.6,0.81,3,0,2,1080p,26.92,1.0978260869565217,0.27,,,0
8,36,Male,USA,"New User",757.43,Basic,7.99,Drama,Series,Desktop,Windows/macOS,2023-04-07,April,2023,57.26,53.24,0.38,6,0,2,4K,35.904,1.0755071374906084,2.31,Cancellation,Price,1
8,36,Male,USA,"New User",757.43,Basic,7.99,Action,Series,Desktop,Windows/macOS,2023-02-05,February,2023,29.25,34.53,0.97,4,4,2,4K,41.8,0.8470894874022589,0.9,Cancellation,Technical,1
10,28,Male,USA,"Power User",223.89,Standard,13.99,Horror,Series,Mobile,iOS/Android,2023-01-23,January,2023,234.61,227.33,0.41,1,6,2,1080p,106.34400000000001,1.0320239299696476,0.13,Downgrade,,0
11,28,Male,UK,"Casual Viewer",518.76,Standard,13.99,Documentary,Movie,"Smart TV",Tizen/WebOS,2023-10-09,October,2023,16.87,17.88,0.68,4,3,0,1080p,27.948,0.9435123042505594,1.09,Downgrade,,0
11,28,Male,UK,"Casual Viewer",518.76,Premium,19.99,Drama,Series,Desktop,Windows/macOS,2023-07-25,July,2023,28.01,33.12,0.61,9,1,1,720p,31.304000000000002,0.8457125603864736,2.2,,,0
12,41,Male,India,"At-Risk User",332.9,Standard,13.99,Comedy,Series,Desktop,Windows/macOS,2023-02-27,February,2023,4.98,5.66,0.34,6,6,1,1080p,13.591999999999999,0.8798586572438163,0.49,Signup,,0
12,41,Male,India,"At-Risk User",332.9,Premium,19.99,Action,Series,"Smart TV",Tizen/WebOS,2023-01-13,January,2023,1.46,1.76,0.66,6,8,3,720p,21.884,0.8295454545454545,0.95,,,0
13,53,Female,USA,"New User",30.06,Basic,7.99,Documentary,Series,Tablet,iPadOS/Android,2023-05-20,May,2023,54.41,50.71,0.62,4,4,1,4K,41.163999999999994,1.072963912443305,0.69,Cancellation,Technical,1
13,53,Female,USA,"New User",30.06,Standard,13.99,Animation,Documentary,Mobile,iOS/Android,2023-05-17,May,2023,44.45,53.37,0.75,7,1,0,720p,42.08,0.832864905377553,2.24,,,0
13,53,Female,USA,"New User",30.06,Premium,19.99,Drama,Series,Desktop,Windows/macOS,2023-04-26,April,2023,25.68,29.72,0.75,3,2,1,720p,33.672,0.8640646029609691,1.79,Downgrade,,0
13,53,Female,USA,"New User",30.06,Standard,13.99,Horror,Documentary,Desktop,Windows/macOS,2023-03-24,March,2023,35.02,36.61,0.63,7,8,3,1080p,34.708,0.9565692433761268,0.51,Downgrade,,0
13,53,Female,USA,"New User",30.06,Standard,13.99,Drama,Movie,"Smart TV",Tizen/WebOS,2023-02-14,February,2023,16.89,18.29,0.44,2,3,3,1080p,20.355999999999998,0.9234554401312193,1.03,,,0
14,57,Male,UK,"Casual Viewer",133.36,Standard,13.99,Action,Series,Mobile,iOS/Android,2023-02-06,February,2023,26.37,31.84,0.8,6,2,0,1080p,35.748000000000005,0.8282035175879398,1.79,,,0
15,41,Female,Germany,"Power User",575.62,Basic,7.99,Thriller,Documentary,Mobile,iOS/Android,2023-08-12,August,2023,196.14,224.39,0.31,5,7,1,720p,88.756,0.8741031240251348,1.35,,,0
15,41,Female,Germany,"Power User",575.62,Premium,19.99,Comedy,Movie,Desktop,Windows/macOS,2023-01-22,January,2023,268.03,347.28,0.9,6,8,4,1080p,135.41199999999998,0.7717979728173232,2,,,0
16,20,Female,India,"Casual Viewer",530.55,Standard,13.99,Horror,Series,Tablet,iPadOS/Android,2023-08-09,August,2023,65.18,82.2,0.94,8,7,1,1080p,55.87200000000001,0.7929440389294404,0.12,,,0
16,20,Female,India,"Casual Viewer",530.55,Premium,19.99,Romance,Series,Mobile,iOS/Android,2023-06-25,June,2023,87.97,112.37,0.58,9,1,2,4K,54.388,0.7828601940019577,2.26,,,0
16,20,Female,India,"Casual Viewer",530.55,Premium,19.99,Documentary,Series,Mobile,iOS/Android,2023-05-01,May,2023,41.36,37.47,0.49,3,5,3,1080p,32.044000000000004,1.1038163864424873,0.86,,,0
16,20,Female,India,"Casual Viewer",530.55,Standard,13.99,Horror,Series,Tablet,iPadOS/Android,2023-04-13,April,2023,33.05,41.06,0.57,1,8,1,4K,30.519999999999996,0.804919629810034,0.38,,,0
17,39,Male,UK,"Power User",31.41,Basic,7.99,Action,Movie,Mobile,iOS/Android,2023-07-28,July,2023,95.07,121.43,0.34,1,1,3,480p,48.628,0.7829202009388124,2.05,,,0
17,39,Male,UK,"Power User",31.41,Premium,19.99,Action,Movie,Mobile,iOS/Android,2023-07-11,July,2023,242.48,283.66,0.92,4,0,0,1080p,125.592,0.8548262003807374,2.47,Upgrade,,0
17,39,Male,UK,"Power User",31.41,Standard,13.99,Documentary,Movie,"Smart TV",Tizen/WebOS,2023-03-12,March,2023,266.44,267.6,0.58,6,8,1,720p,125.676,0.9956651718983557,0.12,,,0
17,39,Male,UK,"Power User",31.41,Standard,13.99,Action,Series,"Smart TV",Tizen/WebOS,2023-02-16,February,2023,180.86,212.36,0.69,9,6,1,1080p,94.84400000000001,0.8516669805989828,1.31,,,0
17,39,Male,UK,"Power User",31.41,Standard,13.99,Horror,Series,Mobile,iOS/Android,2023-01-12,January,2023,166.05,204.83,0.72,6,2,3,720p,89.52,0.8106722648049602,1.28,Renewal,,0
19,41,Male,France,"Casual Viewer",192.55,Premium,19.99,Thriller,Series,Mobile,iOS/Android,2023-08-04,August,2023,77.82,72.75,0.51,1,5,2,1080p,46.628,1.0696907216494844,1.92,Renewal,,0
19,41,Male,France,"Casual Viewer",192.55,Basic,7.99,Sci-Fi,Series,Tablet,iPadOS/Android,2023-06-06,June,2023,50.92,49.62,0.34,8,8,3,720p,32.168,1.026199113260782,1.96,,,0
19,41,Male,France,"Casual Viewer",192.55,Standard,13.99,Romance,Movie,Desktop,Windows/macOS,2023-02-24,February,2023,67.49,74.35,0.71,6,4,4,720p,49.496,0.90773369199731,0.46,,,0
20,61,Female,USA,"Power User",540.8,Premium,19.99,Animation,Documentary,"Smart TV",Tizen/WebOS,2023-07-14,July,2023,69.48,75.53,0.97,5,3,1,720p,57.992,0.9198993777307031,0.25,Upgrade,,0
21,47,Non-Binary,France,"New User",25.57,Basic,7.99,Drama,Documentary,Mobile,iOS/Android,2023-10-07,October,2023,29.47,33.36,0.83,8,0,1,480p,38.688,0.8833932853717026,2.48,,,0
21,47,Non-Binary,France,"New User",25.57,Standard,13.99,Action,Series,Desktop,Windows/macOS,2023-07-25,July,2023,56.65,58.01,0.88,5,6,1,720p,50.06,0.9765557662471988,1.24,Renewal,,0
21,47,Non-Binary,France,"New User",25.57,Standard,13.99,Sci-Fi,Movie,Tablet,iPadOS/Android,2023-07-09,July,2023,24.8,31.09,0.5,6,4,3,1080p,26.12,0.7976841428111934,1.37,Renewal,,0
21,47,Non-Binary,France,"New User",25.57,Standard,13.99,Drama,Series,"Smart TV",Tizen/WebOS,2023-05-25,May,2023,8.82,8.57,0.66,3,7,0,480p,24.028000000000006,1.029171528588098,2.43,Renewal,,0
21,47,Non-Binary,France,"New User",25.57,Premium,19.99,Sci-Fi,Movie,Tablet,iPadOS/Android,2023-03-16,March,2023,40.47,43.87,0.56,8,2,3,1080p,34.588,0.9224982904034648,0.88,,,0
21,47,Non-Binary,France,"New User",25.57,Standard,13.99,Sci-Fi,Series,Mobile,iOS/Android,2023-01-05,January,2023,9.72,9.68,0.44,1,1,2,1080p,17.288,1.0041322314049588,1.76,,,0
22,55,Male,Germany,"Casual Viewer",92.25,Basic,7.99,Drama,Documentary,"Smart TV",Tizen/WebOS,2023-03-24,March,2023,69.58,75.11,0.78,4,8,1,4K,52.232,0.9263746505125815,0.79,Renewal,,0
23,19,Female,Canada,"At-Risk User",641.93,Premium,19.99,Romance,Series,Tablet,iPadOS/Android,2023-10-05,October,2023,13.81,12.91,0.61,1,1,0,240p,24.524,1.069713400464756,1.08,,,0
23,19,Female,Canada,"At-Risk User",641.93,Premium,19.99,Documentary,Movie,Desktop,Windows/macOS,2023-01-29,January,2023,16.41,15.82,0.74,9,6,0,4K,30.564,1.0372945638432365,2.49,,,0
24,38,Female,UK,"Casual Viewer",151.05,Standard,13.99,Drama,Series,"Smart TV",Tizen/WebOS,2023-06-16,June,2023,58.48,65.67,0.81,6,3,4,480p,48.892,0.8905131719202071,1.82,Renewal,,0
24,38,Female,UK,"Casual Viewer",151.05,Standard,13.99,Horror,Series,Desktop,Windows/macOS,2023-05-11,May,2023,35.8,45.38,0.38,3,3,4,720p,26.32,0.7888937858087262,1.81,,,0
24,38,Female,UK,"Casual Viewer",151.05,Premium,19.99,Comedy,Movie,"Smart TV",Tizen/WebOS,2023-02-13,February,2023,30.99,32.07,0.37,4,6,3,480p,24.496000000000002,0.9663236669784845,1.83,,,0
24,38,Female,UK,"Casual Viewer",151.05,Basic,7.99,Action,Movie,Tablet,iPadOS/Android,2023-01-12,January,2023,74.59,86.22,0.32,4,1,3,240p,40.236,0.8651125028995593,1.13,Renewal,,0
25,50,Female,Brazil,"Casual Viewer",525.67,Premium,19.99,Action,Movie,Tablet,iPadOS/Android,2023-10-12,October,2023,54.89,61.64,0.71,4,1,1,1080p,44.056,0.8904931862426996,1.02,,,0
25,50,Female,Brazil,"Casual Viewer",525.67,Premium,19.99,Thriller,Documentary,"Smart TV",Tizen/WebOS,2023-07-28,July,2023,72.86,77.6,0.34,1,2,4,720p,39.544000000000004,0.938917525773196,1.91,,,0
26,29,Female,Canada,"At-Risk User",198.16,Standard,13.99,Romance,Series,Tablet,iPadOS/Android,2023-07-18,July,2023,14.63,13.94,0.48,8,7,0,4K,21.952,1.0494978479196557,1,,,0
26,29,Female,Canada,"At-Risk User",198.16,Basic,7.99,Documentary,Series,Desktop,Windows/macOS,2023-01-28,January,2023,18.97,19.56,0.62,2,8,2,1080p,26.587999999999997,0.9698364008179959,1.26,,,0
27,39,Female,USA,"Casual Viewer",88.56,Basic,7.99,Documentary,Movie,Mobile,iOS/Android,2023-06-02,June,2023,66.92,72.54,0.52,8,8,4,720p,43.968,0.9225255031706644,2.28,Signup,,0
28,61,Male,USA,"Power User",202.11,Standard,13.99,Romance,Movie,Mobile,iOS/Android,2023-10-19,October,2023,229.62,250.32,0.61,6,6,0,1080p,111.34800000000001,0.9173058485139023,2.1,,,0
28,61,Male,USA,"Power User",202.11,Basic,7.99,Thriller,Series,Mobile,iOS/Android,2023-06-20,June,2023,242.61,259.01,0.59,5,0,4,720p,115.74400000000001,0.9366819813906799,1.64,Upgrade,,0
28,61,Male,USA,"Power User",202.11,Basic,7.99,Documentary,Movie,Tablet,iPadOS/Android,2023-05-03,May,2023,118.97,131.13,0.82,4,1,1,1080p,72.988,0.9072675970411043,2.06,Renewal,,0
28,61,Male,USA,"Power User",202.11,Premium,19.99,Sci-Fi,Movie,Mobile,iOS/Android,2023-04-26,April,2023,208.04,221.12,0.73,8,6,0,1080p,106.71600000000001,0.9408465991316931,1.53,Cancellation,Price,1
28,61,Male,USA,"Power User",202.11,Basic,7.99,Comedy,Movie,Desktop,Windows/macOS,2023-02-11,February,2023,259.69,297.79,0.88,3,6,2,4K,130.876,0.8720574901776419,1.64,Renewal,,0
30,44,Male,India,"New User",686,Standard,13.99,Thriller,Movie,Tablet,iPadOS/Android,2023-08-20,August,2023,36.78,35.61,0.56,8,7,1,1080p,33.612,1.0328559393428813,0.71,,,0
30,44,Male,India,"New User",686,Premium,19.99,Documentary,Movie,"Smart TV",Tizen/WebOS,2023-02-14,February,2023,10.93,12.15,0.68,6,2,1,4K,25.971999999999998,0.8995884773662551,0.72,,,0
30,44,Male,India,"New User",686,Basic,7.99,Thriller,Documentary,Desktop,Windows/macOS,2023-01-28,January,2023,49.68,59.83,0.42,3,4,3,720p,33.072,0.830352665886679,1.3,,,0
31,59,Male,France,"Power User",665.87,Basic,7.99,Sci-Fi,Movie,Desktop,Windows/macOS,2023-04-15,April,2023,80.67,100.71,0.61,1,7,1,1080p,50.768,0.8010128090557046,1.66,,,0
31,59,Male,France,"Power User",665.87,Standard,13.99,Comedy,Series,Desktop,Windows/macOS,2023-01-30,January,2023,163.5,153.7,1,2,5,0,720p,95.80000000000001,1.0637605725439168,0.43,,,0
31,59,Male,France,"Power User",665.87,Basic,7.99,Horror,Series,Mobile,iOS/Android,2023-01-18,January,2023,160.51,177.53,0.41,1,0,1,720p,76.704,0.9041288796259787,1.65,,,0
32,45,Female,Germany,"Power User",323.77,Premium,19.99,Action,Movie,Tablet,iPadOS/Android,2023-06-24,June,2023,150.66,165.54,0.38,4,3,3,4K,72.464,0.9101123595505618,1.72,Renewal,,0
32,45,Female,Germany,"Power User",323.77,Basic,7.99,Documentary,Series,Tablet,iPadOS/Android,2023-01-13,January,2023,122.16,151.29,0.57,3,3,4,1080p,66.66399999999999,0.8074558794368432,1.11,Downgrade,,0
34,32,Male,Brazil,"New User",171.94,Basic,7.99,Horror,Series,Tablet,iPadOS/Android,2023-08-01,August,2023,14.87,15.33,0.49,8,6,4,720p,22.248,0.9699934768427918,1.3,,,0
35,64,Female,Australia,"New User",241.59,Basic,7.99,Drama,Documentary,Mobile,iOS/Android,2023-07-21,July,2023,31.33,31.75,0.65,6,4,4,1080p,33.232,0.986771653543307,2.08,,,0
35,64,Female,Australia,"New User",241.59,Premium,19.99,Romance,Series,Desktop,Windows/macOS,2023-06-19,June,2023,22.36,22.32,0.61,5,8,2,720p,28.244,1.0017921146953406,1.77,Renewal,,0
35,64,Female,Australia,"New User",241.59,Standard,13.99,Drama,Documentary,Tablet,iPadOS/Android,2023-04-14,April,2023,14.94,14.95,0.46,6,5,3,720p,21.476,0.9993311036789297,1.09,,,0
35,64,Female,Australia,"New User",241.59,Premium,19.99,Documentary,Series,Desktop,Windows/macOS,2023-02-06,February,2023,13.36,12.41,0.41,1,4,1,1080p,18.343999999999998,1.0765511684125704,0.53,,,0
37,20,Male,France,"Power User",20.27,Basic,7.99,Sci-Fi,Movie,Desktop,Windows/macOS,2023-11-01,November,2023,171.36,215.36,0.66,6,7,1,720p,89.94400000000002,0.7956909361069837,0.93,Downgrade,,0
37,20,Male,France,"Power User",20.27,Basic,7.99,Drama,Documentary,Mobile,iOS/Android,2023-05-19,May,2023,112.05,107.46,0.52,2,0,3,1080p,61.12,1.042713567839196,1.35,Cancellation,"Found Alternative",1
37,20,Male,France,"Power User",20.27,Standard,13.99,Action,Documentary,"Smart TV",Tizen/WebOS,2023-03-11,March,2023,287.58,325.62,0.57,2,0,0,720p,132.532,0.8831767090473558,0.66,Upgrade,,0
38,54,Female,India,"Power User",77.55,Premium,19.99,Comedy,Series,Desktop,Windows/macOS,2023-01-14,January,2023,188.68,170.05,0.9,4,6,1,4K,103.272,1.1095560129373714,0.78,,,0
39,24,Female,France,"Casual Viewer",174.23,Premium,19.99,Sci-Fi,Movie,Desktop,Windows/macOS,2023-09-05,September,2023,28.86,27.63,0.93,5,2,4,1080p,40.744,1.0445168295331162,1.68,Renewal,,0
39,24,Female,France,"Casual Viewer",174.23,Basic,7.99,Animation,Documentary,Desktop,Windows/macOS,2023-07-15,July,2023,87.01,88.56,0.5,6,5,0,720p,51.004000000000005,0.9824977416440831,0.15,,,0
40,38,Male,India,"New User",30.96,Standard,13.99,Animation,Documentary,Tablet,iPadOS/Android,2023-11-04,November,2023,12.65,15.22,0.73,2,7,3,4K,27.36,0.831143232588699,1.79,Renewal,,0
40,38,Male,India,"New User",30.96,Premium,19.99,Documentary,Series,"Smart TV",Tizen/WebOS,2023-10-19,October,2023,37.32,39.76,0.43,5,2,0,480p,29.328000000000003,0.9386317907444669,2.43,,,0
40,38,Male,India,"New User",30.96,Premium,19.99,Horror,Series,Mobile,iOS/Android,2023-06-02,June,2023,35.71,36.55,0.97,1,5,3,1080p,43.584,0.9770177838577292,1.23,Upgrade,,0
41,26,Female,Germany,"New User",153.33,Premium,19.99,Comedy,Movie,"Smart TV",Tizen/WebOS,2023-10-01,October,2023,58.96,70.32,0.92,9,4,0,1080p,53.184,0.8384527872582481,2.37,,,0
41,26,Female,Germany,"New User",153.33,Premium,19.99,Action,Movie,Desktop,Windows/macOS,2023-09-04,September,2023,37.66,42.55,0.39,5,5,3,720p,27.764,0.8850763807285547,0.93,Renewal,,0
41,26,Female,Germany,"New User",153.33,Basic,7.99,Romance,Series,Desktop,Windows/macOS,2023-09-01,September,2023,43.39,46.52,0.74,6,6,4,1080p,41.256,0.9327171109200344,1.19,,,0
41,26,Female,Germany,"New User",153.33,Basic,7.99,Action,Movie,"Smart TV",Tizen/WebOS,2023-06-12,June,2023,16.42,19.27,0.99,1,7,1,1080p,36.468,0.8521017125064869,2.14,,,0
41,26,Female,Germany,"New User",153.33,Basic,7.99,Comedy,Documentary,Desktop,Windows/macOS,2023-04-09,April,2023,53.06,59.21,0.35,4,7,2,480p,32.624,0.8961324100658673,2.12,Renewal,,0
41,26,Female,Germany,"New User",153.33,Standard,13.99,Animation,Documentary,Desktop,Windows/macOS,2023-03-25,March,2023,29.96,33.62,0.62,7,6,0,1080p,32.384,0.8911362284354551,0.96,Signup,,0
41,26,Female,Germany,"New User",153.33,Basic,7.99,Drama,Series,Desktop,Windows/macOS,2023-01-23,January,2023,55.03,57.28,0.78,6,8,2,4K,46.812000000000005,0.9607192737430168,0.42,,,0
42,56,Non-Binary,USA,"Casual Viewer",470.6,Premium,19.99,Sci-Fi,Series,"Smart TV",Tizen/WebOS,2023-10-23,October,2023,36.23,33.39,0.71,9,4,4,720p,37.592,1.0850554058101227,0.95,Renewal,,0
42,56,Non-Binary,USA,"Casual Viewer",470.6,Standard,13.99,Thriller,Series,Tablet,iPadOS/Android,2023-01-23,January,2023,61.27,79.12,0.71,5,3,4,720p,46.80800000000001,0.7743933265925177,2.11,,,0
42,56,Non-Binary,USA,"Casual Viewer",470.6,Basic,7.99,Action,Movie,Desktop,Windows/macOS,2023-01-20,January,2023,59.71,61.7,0.75,6,7,1,720p,47.584,0.9677471636952998,0.35,Signup,,0
43,35,Male,UK,"Casual Viewer",342.93,Premium,19.99,Comedy,Series,Desktop,Windows/macOS,2023-08-21,August,2023,49.45,52.01,0.7,8,7,4,4K,42.38,0.9507786964045377,2.06,Downgrade,,0
44,21,Male,Canada,"Casual Viewer",715.21,Premium,19.99,Documentary,Movie,Mobile,iOS/Android,2023-07-31,July,2023,69.65,71.81,0.96,3,7,1,1080p,57.26,0.969920623868542,0.88,Renewal,,0
44,21,Male,Canada,"Casual Viewer",715.21,Basic,7.99,Sci-Fi,Series,Tablet,iPadOS/Android,2023-03-31,March,2023,72.43,72.85,0.77,2,1,1,1080p,52.472,0.9942347288949899,1.53,,,0
44,21,Male,Canada,"Casual Viewer",715.21,Basic,7.99,Romance,Series,Desktop,Windows/macOS,2023-01-05,January,2023,81.85,84.24,0.96,8,0,0,1080p,63.14,0.9716286799620133,0.85,,,0
45,42,Male,USA,"New User",655.78,Premium,19.99,Romance,Movie,"Smart TV",Tizen/WebOS,2023-10-27,October,2023,59.66,62.24,0.89,5,3,3,720p,51.564,0.9585475578406168,0.9,Upgrade,,0
45,42,Male,USA,"New User",655.78,Basic,7.99,Documentary,Movie,"Smart TV",Tizen/WebOS,2023-08-29,August,2023,5.47,5.21,0.78,7,7,2,4K,27.187999999999995,1.0499040307101728,1.61,Renewal,,0
45,42,Male,USA,"New User",655.78,Standard,13.99,Action,Series,Desktop,Windows/macOS,2023-05-25,May,2023,21.31,21.72,0.62,9,4,4,1080p,28.923999999999996,0.9811233885819521,0.22,,,0
46,31,Female,UK,"New User",280.04,Standard,13.99,Comedy,Movie,"Smart TV",Tizen/WebOS,2023-08-25,August,2023,31.63,32.09,0.95,5,8,3,480p,42.352000000000004,0.985665316297912,0.54,,,0
46,31,Female,UK,"New User",280.04,Basic,7.99,Horror,Documentary,Desktop,Windows/macOS,2023-08-08,August,2023,25.45,25.37,0.34,7,3,1,720p,22.279999999999998,1.0031533307055578,2.38,,,0
46,31,Female,UK,"New User",280.04,Basic,7.99,Documentary,Documentary,Tablet,iPadOS/Android,2023-06-08,June,2023,19.92,18.54,0.85,6,4,1,1080p,34.668000000000006,1.074433656957929,1.45,Cancellation,"Found Alternative",1
46,31,Female,UK,"New User",280.04,Premium,19.99,Animation,Documentary,Mobile,iOS/Android,2023-03-11,March,2023,10.99,12.93,0.39,9,0,0,1080p,18.396,0.8499613302397525,0.67,,,0
46,31,Female,UK,"New User",280.04,Standard,13.99,Romance,Series,Desktop,Windows/macOS,2023-01-20,January,2023,28.97,31.45,0.32,6,2,1,480p,22.388,0.9211446740858505,0.12,,,0
47,26,Female,USA,"Casual Viewer",214.94,Premium,19.99,Documentary,Movie,"Smart TV",Tizen/WebOS,2023-10-08,October,2023,66.18,79.32,0.64,4,6,1,4K,46.972,0.8343419062027233,0.19,,,0
47,26,Female,USA,"Casual Viewer",214.94,Basic,7.99,Comedy,Series,"Smart TV",Tizen/WebOS,2023-10-05,October,2023,66.36,78.66,0.38,5,3,3,480p,39.444,0.843630816170862,0.7,,,0
47,26,Female,USA,"Casual Viewer",214.94,Standard,13.99,Animation,Documentary,Tablet,iPadOS/Android,2023-08-04,August,2023,66.59,78.96,0.51,1,1,0,1080p,42.536,0.8433383991894632,1.27,Signup,,0
47,26,Female,USA,"Casual Viewer",214.94,Basic,7.99,Comedy,Series,Tablet,iPadOS/Android,2023-02-24,February,2023,42.07,42.21,0.56,6,4,0,240p,34.828,0.9966832504145937,1.24,,,0
48,43,Male,Canada,"Casual Viewer",309.96,Premium,19.99,Sci-Fi,Series,Desktop,Windows/macOS,2023-10-18,October,2023,88.67,89.03,0.58,1,5,4,480p,53.068000000000005,0.9959564191845446,1.87,Cancellation,"No Time",1
48,43,Male,Canada,"Casual Viewer",309.96,Basic,7.99,Action,Series,Mobile,iOS/Android,2023-04-18,April,2023,60.98,70.41,0.61,2,3,2,1080p,43.192,0.866070160488567,1.88,Signup,,0
49,19,Female,Germany,"Casual Viewer",476.33,Premium,19.99,Sci-Fi,Series,Mobile,iOS/Android,2023-06-11,June,2023,27.36,26.64,0.56,5,0,3,720p,28.744,1.027027027027027,0.25,Upgrade,,0
49,19,Female,Germany,"Casual Viewer",476.33,Premium,19.99,Drama,Movie,Desktop,Windows/macOS,2023-06-09,June,2023,69.99,72.7,0.65,9,3,4,720p,49.29599999999999,0.9627235213204951,2.45,Renewal,,0
49,19,Female,Germany,"Casual Viewer",476.33,Basic,7.99,Documentary,Series,Mobile,iOS/Android,2023-03-28,March,2023,23.26,28.53,0.52,1,7,1,1080p,25.104,0.8152821591307396,2.03,Renewal,,0
49,19,Female,Germany,"Casual Viewer",476.33,Standard,13.99,Animation,Series,Desktop,Windows/macOS,2023-01-29,January,2023,27.82,32.17,0.98,9,3,0,1080p,42.327999999999996,0.8647808517252098,1.26,Upgrade,,0
50,37,Male,Canada,"New User",221.77,Premium,19.99,Thriller,Documentary,Desktop,Windows/macOS,2023-01-28,January,2023,11.68,14.9,0.45,9,8,3,480p,19.972,0.7838926174496644,1.99,,,0
51,45,Female,Canada,"Casual Viewer",503.08,Premium,19.99,Sci-Fi,Movie,Desktop,Windows/macOS,2023-07-26,July,2023,23.54,22.32,0.9,6,5,2,1080p,37.916,1.0546594982078852,0.41,Signup,,0
52,64,Female,UK,"New User",333.44,Premium,19.99,Romance,Series,Tablet,iPadOS/Android,2023-08-08,August,2023,40.91,45.99,0.9,2,1,2,1080p,44.064,0.8895412046096977,1.12,Signup,,0
52,64,Female,UK,"New User",333.44,Basic,7.99,Comedy,Documentary,Mobile,iOS/Android,2023-03-08,March,2023,13.14,17.07,0.62,6,1,0,720p,25.055999999999997,0.7697715289982425,0.34,,,0
